strategy_id,direction,signals,n_signals,tp,sl,train_return,train_sharpe,train_drawdown,train_trades,train_winrate,test_return,test_sharpe,test_drawdown,test_trades,test_winrate,test_score,weight_MaxSharpe_MV_%,weight_MinVariance_MV_%,weight_MinCVaR_%,weight_MaxReturn_CVaRCap_%,weight_ScoreWeighted_%,weight_EqualWeight_%
c7943d47,bear,s81|s29|s19|s23,4,0.076359,0.013371,33.0993,0.0,-14.4391,67,25.3731,16.1492,0.0,-10.7447,21,28.5714,0.049592,0.0,0.0832,0.0,0.0,0.6222,0.5376
9cb157a4,bear,s25|s89|s13|s85,4,0.027841,0.017988,7.5021,0.0,-9.2608,59,50.8475,8.1929,0.0,-5.957,15,60.0,0.05847,0.0,0.0832,0.0,0.0,0.7335,0.5376
e2a2630e,bear,s19|s23|s86|s62,4,0.061052,0.014937,30.9715,0.0,-21.2111,71,30.9859,12.6045,0.0,-13.4954,29,31.0345,0.05976,0.0,0.0832,0.0,0.0,0.7497,0.5376
d3306272,bear,s25|s23|s98,3,0.045611,0.015204,28.0622,0.0,-22.4111,85,37.6471,8.3687,0.0,-10.4935,24,37.5,0.054957,0.0,0.0832,0.0,0.0,0.6895,0.5376
e7ab4e47,bear,s81|s13|s51|s19,4,0.06567,0.015361,33.304,0.0,-13.899,61,31.1475,5.4874,0.0,-13.9539,21,28.5714,0.027637,0.0003,0.0832,0.0,0.0,0.3467,0.5376
aeae1b87,bear,s51|s23|s67|s77|s22,5,0.042123,0.01928,27.8519,0.0,-14.3674,38,50.0,5.1912,0.0,-8.6017,18,44.4444,0.046185,0.0001,0.0832,0.0,0.0,0.5794,0.5376
ff161d9a,bear,s62|s100|s76|s13|s19,5,0.076889,0.01906,38.5708,0.0,-27.4014,56,30.3571,17.4814,0.0,-10.6163,17,35.2941,0.048946,0.0,0.0832,0.0,0.0,0.6141,0.5376
c18aa9d5,bear,s51|s99|s56|s76,4,0.034341,0.016053,17.6992,0.0,-13.261,44,47.7273,13.2659,0.0,-3.9303,13,61.5385,0.058731,0.0,0.0832,0.0,0.0,0.7368,0.5376
cbbc6ed0,bull,s95|s38|s12|s87,4,0.070108,0.015014,33.5185,0.0,-15.9449,66,28.7879,14.3963,0.0,-8.1101,14,35.7143,0.039311,0.0,0.0832,0.0,0.0,0.4932,0.5376
ee04282e,bear,s81|s71|s50|s23|s22,5,0.07613,0.011186,47.9429,0.0,-11.2732,32,31.25,23.4572,0.0,-6.5772,14,35.7143,0.050747,0.0,0.0832,0.0,0.0,0.6367,0.5376
00ffe125,bull,s24|s21|s79|s83,4,0.04505,0.019082,43.3428,0.0,-8.5381,30,56.6667,1.0102,0.0,-6.3817,10,40.0,0.020979,0.0008,0.0832,0.0,0.0,0.2632,0.5376
a3ea09c4,bear,s100|s28|s18|s62|s13,5,0.035996,0.012646,21.0711,0.0,-14.8303,98,38.7755,0.9196,0.0,-9.3785,34,35.2941,0.055369,0.0001,0.0832,0.0,0.0,0.6946,0.5376
dfec9543,bull,s73|s63|s91,3,0.039843,0.018543,20.7176,0.0,-13.342,68,44.1176,7.8589,0.0,-10.935,12,50.0,0.035671,0.0,0.0832,0.0,0.0,0.4475,0.5376
b78d7668,bear,s57|s76|s81|s22|s50,5,0.026991,0.013922,15.3054,0.0,-13.0759,66,50.0,1.4461,0.0,-11.0746,17,47.0588,0.038671,0.0,0.0832,0.0,0.0,0.4852,0.5376
3292a61d,bear,s25|s90|s67|s51|s23,5,0.038817,0.018879,18.5742,0.0,-10.1515,44,47.7273,7.426,0.0,-5.4275,14,50.0,0.045758,0.0,0.0832,0.0,0.0,0.5741,0.5376
cc0ff810,bear,s28|s23|s20|s101,4,0.045525,0.019018,24.9747,0.0,-16.8037,66,42.4242,0.2337,0.0,-11.426,22,36.3636,0.033329,0.0002,0.0832,0.0,0.0,0.4181,0.5376
308bb82e,bear,s13|s81|s19|s51|s100,5,0.077228,0.01231,38.2862,0.0,-16.6857,68,25.0,10.3949,0.0,-12.4058,20,25.0,0.031745,0.0002,0.0832,0.0,0.0,0.3983,0.5376
bc174e47,bear,s62|s97|s49|s20|s86,5,0.07077,0.011341,35.203,0.0,-17.0013,72,25.0,11.5675,0.0,-9.776,24,25.0,0.044132,0.0,0.0832,0.0,0.0,0.5537,0.5376
19e68885,bear,s51|s20|s17|s89,4,0.052096,0.018335,24.6792,0.0,-11.4116,48,39.5833,7.9015,0.0,-6.9026,12,41.6667,0.032616,0.0,0.0832,0.0,0.0,0.4092,0.5376
23e55612,bear,s23|s81|s57|s22|s50,5,0.076229,0.008794,38.7587,0.0,-15.8336,63,22.2222,10.6816,0.0,-11.4991,24,20.8333,0.03395,0.0002,0.0832,0.0,0.0,0.4259,0.5376
5da612a3,bear,s66|s31|s23|s18|s98,5,0.064889,0.017949,32.2633,0.0,-20.794,58,32.7586,8.6546,0.0,-12.5719,22,31.8182,0.040637,0.0001,0.0832,0.0,0.0,0.5098,0.5376
21b1e3e1,bull,s7|s87|s48|s95,4,0.051684,0.014949,28.8237,0.0,-13.1318,52,36.5385,1.5428,0.0,-7.5346,13,30.7692,0.019727,0.0003,0.0832,0.0,0.0,0.2475,0.5376
fe5149af,bear,s22|s29|s20|s100|s98,5,0.045744,0.015233,28.9331,0.0,-23.1389,86,37.2093,1.5143,0.0,-9.3989,30,33.3333,0.046716,0.0003,0.0832,0.0,0.0,0.5861,0.5376
fcdfafba,bear,s18|s20|s23|s85,4,0.061354,0.016976,24.2352,0.0,-15.5028,72,31.9444,12.7564,0.0,-9.8278,24,33.3333,0.05834,0.0,0.0832,0.0,0.0,0.7319,0.5376
80b66e39,bear,s13|s89|s50|s81,4,0.067142,0.009882,37.1334,0.0,-16.1533,52,26.9231,8.1684,0.0,-11.3423,16,25.0,0.023567,0.0003,0.0832,0.0,0.0,0.2957,0.5376
146e5f40,bear,s76|s61|s81|s29|s66,5,0.069271,0.012682,35.1802,0.0,-13.0088,62,27.4194,6.5195,0.0,-13.6353,15,26.6667,0.019552,0.0003,0.0832,0.0,0.0,0.2453,0.5376
3a6ae166,bear,s76|s13|s81,3,0.071453,0.01454,38.8571,0.0,-16.1066,70,27.1429,1.4013,0.0,-10.9523,17,23.5294,0.014734,0.0007,0.0832,0.0,0.0,0.1848,0.5376
844f6621,bear,s28|s22|s20|s76|s86,5,0.062607,0.014604,35.151,0.0,-15.976,52,32.6923,0.028,0.0,-12.0545,16,25.0,0.012464,0.0006,0.0832,0.0,0.0,0.1564,0.5376
e94158a5,bull,s95|s53|s84|s73,4,0.07875,0.012065,48.7187,0.0,-12.703,40,30.0,1.309,0.0,-12.8413,10,20.0,0.005342,0.001,0.0832,0.0,0.0,0.067,0.5376
91f4137e,bear,s98|s20|s19|s81,4,0.048302,0.015337,32.6984,0.0,-13.0566,43,41.8605,0.1461,0.0,-10.8259,13,30.7692,0.015708,0.0005,0.0832,0.0,0.0,0.1971,0.5376
08841be4,bear,s13|s85|s23|s101,4,0.052321,0.014935,21.9535,0.0,-12.524,55,34.5455,11.161,0.0,-9.4183,19,36.8421,0.048228,0.0,0.0832,0.0,0.0,0.6051,0.5376
85c8a202,bull,s83|s36,2,0.059876,0.01575,32.5685,0.0,-15.3051,49,34.6939,1.8241,0.0,-10.343,14,28.5714,0.017355,0.0004,0.0832,0.0,0.0,0.2177,0.5376
9fb43ef1,bear,s101|s85|s67|s77|s23,5,0.05737,0.01787,24.5394,0.0,-17.9259,64,34.375,15.0518,0.0,-14.6696,20,40.0,0.054479,0.0,0.0832,0.0,0.0,0.6835,0.5376
f003e3b7,bear,s67|s23|s89|s29|s13,5,0.062148,0.015889,24.6023,0.0,-9.724,56,32.1429,8.6071,0.0,-11.2905,19,31.5789,0.036212,0.0,0.0832,0.0,0.0,0.4543,0.5376
ba58ae39,bear,s13|s72|s81|s76,4,0.066927,0.012686,35.1313,0.0,-12.9073,65,27.6923,2.1301,0.0,-9.7923,17,23.5294,0.016909,0.0005,0.0832,0.0,0.0,0.2121,0.5376
e2756b27,bull,s54|s2|s79|s83,4,0.049415,0.016394,26.3909,0.0,-14.1373,51,39.2157,3.1177,0.0,-9.5222,11,36.3636,0.020459,0.0001,0.0832,0.0,0.0,0.2567,0.5376
b209694f,bull,s79|s64|s38|s83,4,0.067024,0.017773,33.1986,0.0,-15.8301,62,32.2581,2.0448,0.0,-12.4497,19,26.3158,0.018915,0.0004,0.0832,0.0,0.0,0.2373,0.5376
c6f93d2f,bear,s23|s81|s51|s101,4,0.070121,0.010548,54.6903,0.0,-6.5096,23,43.4783,25.6631,0.0,-5.4011,11,45.4545,0.049019,0.0,0.0832,0.0,0.0,0.615,0.5376
f14517e2,bear,s89|s80|s100|s51|s98,5,0.03528,0.019117,12.0858,0.0,-14.1832,50,48.0,15.2322,0.0,-5.6178,10,70.0,0.050815,0.0,3.8369,0.0,0.0,0.6375,0.5376
39e13e47,bear,s86|s20|s67|s62,4,0.064983,0.016117,38.0342,0.0,-19.844,46,34.7826,1.2765,0.0,-11.1059,19,26.3158,0.01928,0.0006,0.0832,0.0,0.0,0.2419,0.5376
9772ecbd,bear,s28|s23|s25|s13,4,0.040794,0.015331,16.3701,0.0,-11.872,74,39.1892,6.4032,0.0,-9.6676,23,39.1304,0.052441,0.0,0.0832,0.0,0.0,0.6579,0.5376
b19aac69,bear,s90|s28|s61|s13,4,0.040541,0.018131,16.8622,0.0,-10.5078,67,43.2836,2.5826,0.0,-11.2129,17,41.1765,0.034075,0.0,0.0832,0.0,0.0,0.4275,0.5376
6556918b,bear,s66|s97|s16|s86|s62,5,0.068909,0.015685,30.1588,0.0,-16.4369,53,30.1887,10.2848,0.0,-12.3401,20,30.0,0.037648,0.0,0.0832,0.0,0.0,0.4723,0.5376
7623ce5a,bear,s66|s72|s23|s25|s81,5,0.071156,0.016285,36.8873,0.0,-23.6074,86,27.907,8.4886,0.0,-14.0296,25,28.0,0.037933,0.0003,0.0832,0.0,0.0,0.4759,0.5376
fdbeef24,bull,s39|s53|s59|s73,4,0.055421,0.016581,26.2713,0.0,-15.1922,81,33.3333,7.0382,0.0,-7.0347,17,35.2941,0.038397,0.0,0.0832,0.0,0.0,0.4817,0.5376
8df4f26f,bear,s18|s76|s22|s71|s49,5,0.061223,0.013017,30.7613,0.0,-12.2131,43,32.5581,12.9484,0.0,-7.0395,13,38.4615,0.037975,0.0,0.0832,0.0,0.0,0.4764,0.5376
54c7817f,bear,s101|s23|s97|s20,4,0.063112,0.015663,25.1282,0.0,-14.0747,66,30.303,12.7462,0.0,-13.0958,21,33.3333,0.046913,0.0,0.0832,0.0,0.0,0.5886,0.5376
0e70bd62,bull,s47|s40|s2|s55,4,0.024595,0.015399,4.293,0.0,-7.3547,51,50.9804,4.1088,0.0,-5.7251,14,57.1429,0.047793,0.0,0.0832,0.0,0.0,0.5996,0.5376
a33c96b1,bear,s31|s25|s81|s76|s85,5,0.073267,0.016492,35.6147,0.0,-16.7606,76,27.6316,4.5449,0.0,-14.2032,19,26.3158,0.020717,0.0004,0.0832,0.0,0.0,0.2599,0.5376
d2f08931,bear,s29|s19|s76|s85|s81,5,0.064037,0.012929,33.3846,0.0,-15.8872,66,28.7879,7.72,0.0,-10.9253,13,30.7692,0.023507,0.0002,0.0832,0.0,0.0,0.2949,0.5376
dace4b63,bear,s100|s51|s86|s29,4,0.030223,0.013284,12.8943,0.0,-13.4462,69,44.9275,3.2976,0.0,-7.9865,21,42.8571,0.049477,0.0,0.0832,0.0,0.0,0.6207,0.5376
cbd69a4e,bear,s77|s23|s97|s25|s81,5,0.073078,0.018912,32.1891,0.0,-21.4094,75,29.3333,10.9003,0.0,-15.0044,22,31.8182,0.041379,0.0,0.0832,0.0,0.0,0.5191,0.5376
d2454478,bear,s72|s62|s13|s81|s100,5,0.068547,0.018752,33.9563,0.0,-21.8281,72,31.9444,4.9521,0.0,-17.6325,24,29.1667,0.026117,0.0003,0.0832,0.0,0.0,0.3277,0.5376
23776a77,bear,s81|s22|s50|s89,4,0.047567,0.018775,27.1911,0.0,-9.4096,37,45.9459,7.774,0.0,-9.3681,11,45.4545,0.030658,0.0,0.0832,0.0,0.0,0.3846,0.5376
b15189ce,bear,s49|s81|s31|s23|s22,5,0.053072,0.017004,21.1437,0.0,-13.088,52,36.5385,3.5303,0.0,-9.4611,21,33.3333,0.03601,0.0,0.0832,0.0,0.0,0.4518,0.5376
cd65d364,bear,s100|s62|s13,3,0.069325,0.019219,26.1647,0.0,-17.4827,56,32.1429,9.3764,0.0,-12.3612,22,31.8182,0.042186,0.0,0.0832,0.0,0.0,0.5293,0.5376
6370bc19,bear,s19|s28|s23|s76|s61,5,0.06178,0.016118,32.8648,0.0,-24.8717,98,30.6122,11.0822,0.0,-18.7108,25,32.0,0.042098,0.0,0.0832,0.0,0.0,0.5281,0.5376
4ff4cec3,bear,s66|s13|s71|s76|s25,5,0.023959,0.009201,10.4444,0.0,-6.8842,71,45.0704,0.1895,0.0,-7.9152,17,41.1765,0.034184,0.0,0.0832,0.0,0.0,0.4289,0.5376
4cacc1ae,bear,s51|s100|s86|s31,4,0.067237,0.011762,25.5849,0.0,-11.2213,52,26.9231,12.4725,0.0,-12.9522,22,27.2727,0.040855,0.0,0.0832,0.0,0.0,0.5126,0.5376
9fef1f47,bull,s59|s92|s21,3,0.070022,0.011693,35.6839,0.0,-12.7543,45,28.8889,4.3696,0.0,-6.2102,12,25.0,0.017723,0.0004,0.0832,0.0,0.0,0.2223,0.5376
e2e8e45f,bear,s72|s13|s67|s23,4,0.044097,0.015548,20.1149,0.0,-12.9615,71,38.0282,2.5664,0.0,-10.4655,20,35.0,0.033548,0.0,0.0832,0.0,0.0,0.4209,0.5376
19829eb1,bear,s31|s23|s81|s67|s13,5,0.063162,0.018695,20.0653,0.0,-11.5543,60,33.3333,9.6941,0.0,-15.9841,24,33.3333,0.043596,0.0,0.0832,0.0,0.0,0.5469,0.5376
5b535d1f,bear,s50|s81|s28|s13,4,0.045469,0.012113,23.2217,0.0,-11.6003,50,36.0,3.5142,0.0,-7.0484,12,33.3333,0.022299,0.0,0.0832,0.0,0.0,0.2798,0.5376
c721ce10,bear,s67|s81|s86|s62|s16,5,0.060743,0.011212,32.5372,0.0,-14.7836,78,26.9231,3.9967,0.0,-16.8848,30,23.3333,0.021199,0.0003,0.0832,0.0,0.0,0.266,0.5376
107d0f5a,bull,s59|s55|s73,3,0.03528,0.01671,19.1888,0.0,-8.1862,41,48.7805,4.1454,0.0,-4.0855,8,50.0,0.024692,0.0,0.0832,0.0,0.0,0.3098,0.5376
1a9a6be2,bear,s86|s66|s20|s62,4,0.065532,0.01878,33.1969,0.0,-22.1897,45,35.5556,5.9579,0.0,-12.5499,19,31.5789,0.030749,0.0002,0.0832,0.0,0.0,0.3858,0.5376
459b6359,bull,s48|s91|s14|s73,4,0.039459,0.016565,17.4445,0.0,-13.3391,75,41.3333,4.4606,0.0,-10.117,14,42.8571,0.032498,0.0,0.0832,0.0,0.0,0.4077,0.5376
764f60c3,bear,s16|s71|s37|s28,4,0.03988,0.019494,18.5605,0.0,-11.0077,40,47.5,6.5136,0.0,-5.3073,12,50.0,0.038432,0.0,0.0832,0.0,0.0,0.4822,0.5376
dd354f57,bear,s25|s81|s31|s97,4,0.059906,0.01496,31.2082,0.0,-9.949,43,34.8837,0.3179,0.0,-7.5129,11,27.2727,0.013321,0.0005,0.0832,0.0,0.0,0.1671,0.5376
15864bf0,bear,s57|s80|s67|s23|s22,5,0.054154,0.014162,25.1765,0.0,-14.9193,52,34.6154,3.6792,0.0,-10.202,16,31.25,0.024915,0.0001,0.0832,0.0,0.0,0.3126,0.5376
9dc69082,bear,s31|s62|s23|s37,4,0.039011,0.019084,21.0032,0.0,-9.7515,38,50.0,2.3231,0.0,-11.5962,14,42.8571,0.028861,0.0,0.0832,0.0,0.0,0.3621,0.5376
5c90f5a4,bear,s49|s16|s100|s62,4,0.034587,0.012203,16.5956,0.0,-9.2622,47,42.5532,1.4271,0.0,-5.7206,14,35.7143,0.026793,0.0,0.0832,0.0,0.0,0.3361,0.5376
fdfe1b1d,bear,s81|s50|s76|s89|s22,5,0.076797,0.010574,42.033,0.0,-11.8818,42,26.1905,1.15,0.0,-14.0802,17,17.6471,0.005202,0.0008,0.0832,0.0,0.0,0.0653,0.5376
3089b037,bear,s66|s71|s19|s89|s76,5,0.040178,0.012511,24.3514,0.0,-11.6422,43,41.8605,1.6894,0.0,-7.4375,11,36.3636,0.020578,0.0001,0.0832,0.0,0.0,0.2582,0.5376
4177df1e,bear,s81|s13|s31|s23,4,0.05174,0.015214,23.5827,0.0,-15.007,73,34.2466,0.9267,0.0,-12.7793,27,29.6296,0.029299,0.0002,0.0832,0.0,0.0,0.3676,0.5376
7710962d,bear,s22|s16|s23|s51|s85,5,0.064528,0.014957,34.1021,0.0,-11.4116,36,36.1111,3.2899,0.0,-9.5028,22,27.2727,0.029246,0.0004,0.0832,0.0,0.0,0.3669,0.5376
7dfabae6,bear,s81|s76|s97|s56|s13,5,0.065742,0.011351,32.4916,0.0,-14.7483,59,27.1186,2.3269,0.0,-9.1601,13,23.0769,0.013275,0.0004,0.0832,0.0,0.0,0.1665,0.5376
956e0b77,bull,s3|s47|s21|s59,4,0.076405,0.018335,35.1425,0.0,-14.0869,43,32.5581,4.7781,0.0,-9.0035,6,33.3333,0.011052,0.0004,0.0832,0.0,0.0,0.1387,0.5376
6ac71b28,bear,s23|s89|s25|s67|s22,5,0.067604,0.018703,35.0354,0.0,-13.8404,38,36.8421,2.0936,0.0,-12.2425,17,29.4118,0.02036,0.0005,0.0832,0.0,0.0,0.2554,0.5376
7a068d5a,bear,s81|s25|s28|s13|s76,5,0.049119,0.008393,26.6168,0.0,-8.8272,58,29.3103,0.9215,0.0,-10.3634,13,23.0769,0.010875,0.0003,0.0832,0.0,0.0,0.1364,0.5376
cf68f813,bear,s29|s98|s80|s28|s23,5,0.045717,0.015334,18.4696,0.0,-14.4551,55,38.1818,6.628,0.0,-12.1307,15,40.0,0.033036,0.0,0.0832,0.0,0.0,0.4145,0.5376
e57960e2,bull,s83|s79|s34|s48|s11,5,0.058688,0.018076,25.2539,0.0,-18.3309,78,33.3333,6.5454,0.0,-8.3994,14,35.7143,0.030275,0.0,0.0832,0.0,0.0,0.3798,0.5376
e1180070,bull,s83|s30|s2|s48,4,0.071672,0.01896,26.4918,0.0,-17.2873,51,31.3725,12.1789,0.0,-9.7595,10,40.0,0.027887,0.0,0.0832,0.0,0.0,0.3499,0.5376
ebf2db25,bear,s13|s23|s98|s81|s50,5,0.070456,0.017465,26.4063,0.0,-13.0463,56,30.3571,1.8831,0.0,-10.5999,15,26.6667,0.01672,0.0002,0.0832,0.0,0.0,0.2098,0.5376
13f7006e,bear,s50|s28|s31|s23,4,0.075678,0.016834,32.5155,0.0,-20.8706,48,29.1667,6.7497,0.0,-7.8155,14,28.5714,0.024995,0.0002,0.0832,0.0,0.0,0.3136,0.5376
0be80b2e,bull,s59|s47|s54|s44,4,0.04476,0.011872,23.5446,0.0,-11.5973,45,37.7778,2.9048,0.0,-5.4499,8,37.5,0.017243,0.0001,0.0832,0.0,0.0,0.2163,0.5376
8c64a3ac,bear,s80|s76|s19|s22,4,0.067654,0.016615,29.2718,0.0,-19.4279,70,30.0,3.3161,0.0,-14.2154,22,27.2727,0.023072,0.0002,0.0832,0.0,0.0,0.2895,0.5376
0de00a2c,bear,s81|s76|s13|s20,4,0.042093,0.018748,18.4986,0.0,-16.0251,48,43.75,0.1368,0.0,-12.5369,13,38.4615,0.020363,0.0,0.0832,0.0,0.0,0.2555,0.5376
59014262,bull,s95|s87|s48,3,0.054356,0.013776,22.7176,0.0,-12.6899,52,32.6923,1.7683,0.0,-7.4281,14,28.5714,0.019741,0.0001,0.0832,0.0,0.0,0.2477,0.5376
a81a09bd,bear,s81|s76|s29|s56,4,0.071616,0.017516,35.9295,0.0,-20.7108,42,33.3333,6.6967,0.0,-10.9231,9,33.3333,0.016923,0.0003,0.0832,0.0,0.0,0.2123,0.5376
537b63c5,bear,s50|s22|s66|s13,4,0.07348,0.01831,35.4533,0.0,-19.3541,41,34.1463,2.0508,0.0,-11.6146,14,28.5714,0.016541,0.0005,0.0832,0.0,0.0,0.2075,0.5376
36cbb168,bull,s92|s91|s5|s73,4,0.070425,0.01833,28.6853,0.0,-20.679,58,31.0345,10.4718,0.0,-16.423,11,36.3636,0.022376,0.0,0.0832,0.0,0.0,0.2807,0.5376
944baa4b,bear,s81|s76|s37|s49|s22,5,0.067104,0.012823,34.486,0.0,-9.941,37,32.4324,1.4391,0.0,-9.8747,13,23.0769,0.011794,0.0005,0.0832,0.0,0.0,0.148,0.5376
a1546540,bear,s22|s23|s57|s101,4,0.076217,0.018821,29.7402,0.0,-20.901,49,30.6122,2.3649,0.0,-15.3857,19,26.3158,0.016055,0.0003,0.0832,0.0,0.0,0.2014,0.5376
95a778ac,bull,s96|s83|s73|s33,4,0.079619,0.018333,31.3174,0.0,-20.1402,73,27.3973,2.6031,0.0,-14.8085,18,22.2222,0.011755,0.0004,0.0832,0.0,0.0,0.1475,0.5376
